"SKU","Name","On Hand","Available","Customs Description","Tariff Code","Customs Value","Price","Warehouse Product Price","Barcode","Warehouse"
"56891072610686","Men's Bestsellers Bundle Black / Black","0","0","Men's Bestsellers Bundle Black / Black","0","0.0000","39.1000","39.1000","766697470","Vareya BV / Primary"
"56891072577918","Men's Bestsellers Bundle Gold / Black","0","0","Men's Bestsellers Bundle Gold / Black","0","0.0000","39.1000","39.1000","766697470","Vareya BV / Primary"
"56891072545150","Men's Bestsellers Bundle Silver / Black","0","0","Men's Bestsellers Bundle Silver / Black","0","0.0000","39.1000","39.1000","766697470","Vareya BV / Primary"
"56891061633406","Men's Bestsellers Bundle Black / Gold","0","0","Men's Bestsellers Bundle Black / Gold","0","0.0000","60.3500","39.1000","766697470","Vareya BV / Primary"
"56891061567870","Men's Bestsellers Bundle Black / Silver","0","0","Men's Bestsellers Bundle Black / Silver","0","0.0000","60.3500","39.1000","766697470","Vareya BV / Primary"
"56822662988158","Women's Bestsellers Bundle Silver / Silver / Silver","0","0","Women's Bestsellers Bundle Silver / Silver / Silver","0","0.0000","72.0000","57.5000","766697957","Vareya BV / Primary"
"56822662955390","Women's Bestsellers Bundle Silver / Gold / Silver","0","0","Women's Bestsellers Bundle Silver / Gold / Silver","0","0.0000","72.0000","57.5000","766698031","Vareya BV / Primary"
"56822662922622","Women's Bestsellers Bundle Gold / Silver / Silver","0","0","Women's Bestsellers Bundle Gold / Silver / Silver","0","0.0000","72.0000","57.5000","766698931","Vareya BV / Primary"
"56822662889854","Women's Bestsellers Bundle Gold / Gold / Silver","0","0","Women's Bestsellers Bundle Gold / Gold / Silver","0","0.0000","72.0000","57.5000","766697948","Vareya BV / Primary"
"56747879301502","Vacier Gift Card €100.00","0","0","Vacier Gift Card €100.00","711719","0.0000","100.0000","100.0000","770735708","Vareya BV / Primary"
"56747879268734","Vacier Gift Card €50.00","0","0","Vacier Gift Card €50.00","711719","0.0000","50.0000","50.0000","770711603","Vareya BV / Primary"
"56747854856574","Vacier Gift Card €","0","0","Vacier Gift Card €","711719","0.0000","10.0000","10.0000","770717028","Vareya BV / Primary"
"56730754679166","Vacier Gift Card €250.00","0","0","Vacier Gift Card €250.00","0","0.0000","250.0000","250.0000","770515859","Vareya BV / Primary"
"56730754646398","Vacier Gift Card €100.00","0","0","Vacier Gift Card €100.00","0","0.0000","100.0000","100.0000","770500162","Vareya BV / Primary"
"56730754613630","Vacier Gift Card €50.00","0","0","Vacier Gift Card €50.00","0","0.0000","50.0000","50.0000","770498172","Vareya BV / Primary"
"56730754580862","Vacier Gift Card €25.00","0","0","Vacier Gift Card €25.00","0","0.0000","25.0000","25.0000","770501650","Vareya BV / Primary"
"56528789078398","Female All Set Bestsellers (Offer No.4) Silver / Silver / Silver","0","0","Female All Set Bestsellers (Offer No.4) Silver / Silver / Silver","0","0.0000","86.0000","86.0000","766697931","Vareya BV / Primary"
"56528789045630","Female All Set Bestsellers (Offer No.4) Silver / Silver / Gold","0","0","Female All Set Bestsellers (Offer No.4) Silver / Silver / Gold","0","0.0000","86.0000","86.0000","766698051","Vareya BV / Primary"
"56528789012862","Female All Set Bestsellers (Offer No.4) Silver / Gold / Silver","0","0","Female All Set Bestsellers (Offer No.4) Silver / Gold / Silver","0","0.0000","86.0000","86.0000","766699079","Vareya BV / Primary"
"56528788980094","Female All Set Bestsellers (Offer No.4) Silver / Gold / Gold","0","0","Female All Set Bestsellers (Offer No.4) Silver / Gold / Gold","0","0.0000","86.0000","86.0000","766697804","Vareya BV / Primary"
"56528788947326","Female All Set Bestsellers (Offer No.4) Gold / Silver / Silver","0","0","Female All Set Bestsellers (Offer No.4) Gold / Silver / Silver","0","0.0000","86.0000","86.0000","766697800","Vareya BV / Primary"
"56528788914558","Female All Set Bestsellers (Offer No.4) Gold / Silver / Gold","0","0","Female All Set Bestsellers (Offer No.4) Gold / Silver / Gold","0","0.0000","86.0000","86.0000","766698029","Vareya BV / Primary"
"56528788881790","Female All Set Bestsellers (Offer No.4) Gold / Gold / Silver","0","0","Female All Set Bestsellers (Offer No.4) Gold / Gold / Silver","0","0.0000","86.0000","86.0000","766698396","Vareya BV / Primary"
"56528788849022","Female All Set Bestsellers (Offer No.4) Gold / Gold / Gold","0","0","Female All Set Bestsellers (Offer No.4) Gold / Gold / Gold","0","0.0000","86.0000","86.0000","766698540","Vareya BV / Primary"
"56528778527102","Female Stackable Bestsellers (Offer No.3) Silver / Silver","0","0","Female Stackable Bestsellers (Offer No.3) Silver / Silver","0","0.0000","58.0000","58.0000","766699089","Vareya BV / Primary"
"56528778494334","Female Stackable Bestsellers (Offer No.3) Silver / Gold","0","0","Female Stackable Bestsellers (Offer No.3) Silver / Gold","0","0.0000","58.0000","58.0000","766698009","Vareya BV / Primary"
"56528778461566","Female Stackable Bestsellers (Offer No.3) Gold / Silver","0","0","Female Stackable Bestsellers (Offer No.3) Gold / Silver","0","0.0000","58.0000","58.0000","766697984","Vareya BV / Primary"
"56528778428798","Female Stackable Bestsellers (Offer No.3) Gold / Gold","0","0","Female Stackable Bestsellers (Offer No.3) Gold / Gold","0","0.0000","58.0000","58.0000","766698149","Vareya BV / Primary"
"56528774660478","Women's Bestsellers Bundle Silver / Silver / Gold","0","0","Women's Bestsellers Bundle Silver / Silver / Gold","0","0.0000","72.0000","57.5000","766697995","Vareya BV / Primary"
"56528774594942","Women's Bestsellers Bundle Silver / Gold / Gold","0","0","Women's Bestsellers Bundle Silver / Gold / Gold","0","0.0000","72.0000","57.5000","766697755","Vareya BV / Primary"
"56528774529406","Women's Bestsellers Bundle Gold / Silver / Gold","0","0","Women's Bestsellers Bundle Gold / Silver / Gold","0","0.0000","72.0000","57.5000","766698326","Vareya BV / Primary"
"56528774463870","Women's Bestsellers Bundle Gold / Gold / Gold","0","0","Women's Bestsellers Bundle Gold / Gold / Gold","0","0.0000","72.0000","57.5000","766697970","Vareya BV / Primary"
"56528767418750","Full Female Set - (Offer No.1) Silver / Silver / Silver","0","0","Full Female Set - (Offer No.1) Silver / Silver / Silver","0","0.0000","73.0000","73.0000","766698033","Vareya BV / Primary"
"56528767385982","Full Female Set - (Offer No.1) Silver / Silver / Gold","0","0","Full Female Set - (Offer No.1) Silver / Silver / Gold","0","0.0000","73.0000","73.0000","766698089","Vareya BV / Primary"
"56528767353214","Full Female Set - (Offer No.1) Silver / Gold / Silver","0","0","Full Female Set - (Offer No.1) Silver / Gold / Silver","0","0.0000","73.0000","73.0000","766698023","Vareya BV / Primary"
"56528767320446","Full Female Set - (Offer No.1) Silver / Gold / Gold","0","0","Full Female Set - (Offer No.1) Silver / Gold / Gold","0","0.0000","73.0000","73.0000","766698880","Vareya BV / Primary"
"56528767287678","Full Female Set - (Offer No.1) Gold / Silver / Silver","0","0","Full Female Set - (Offer No.1) Gold / Silver / Silver","0","0.0000","73.0000","73.0000","766698087","Vareya BV / Primary"
"56528767254910","Full Female Set - (Offer No.1) Gold / Silver / Gold","0","0","Full Female Set - (Offer No.1) Gold / Silver / Gold","0","0.0000","73.0000","73.0000","766697941","Vareya BV / Primary"
"56528767222142","Full Female Set - (Offer No.1) Gold / Gold / Silver","0","0","Full Female Set - (Offer No.1) Gold / Gold / Silver","0","0.0000","73.0000","73.0000","766697918","Vareya BV / Primary"
"56528767189374","Full Female Set - (Offer No.1) Gold / Gold / Gold","0","0","Full Female Set - (Offer No.1) Gold / Gold / Gold","0","0.0000","73.0000","73.0000","766697910","Vareya BV / Primary"
"56528756998526","925 Silver Bestsellers (Offer No.5)","0","0","925 Silver Bestsellers (Offer No.5)","0","0.0000","216.0000","216.0000","766697946","Vareya BV / Primary"
"56528753000830","925 Silver Bestsellers (Offer No.4)","0","0","925 Silver Bestsellers (Offer No.4)","0","0.0000","172.0000","172.0000","766697817","Vareya BV / Primary"
"56528749199742","925 Silver Bestsellers (Offer No.3)","0","0","925 Silver Bestsellers (Offer No.3)","0","0.0000","178.0000","178.0000","766697795","Vareya BV / Primary"
"56528710926718","Full Male Set (Offer No.2) Gold / Gold / Gold","0","0","Full Male Set (Offer No.2) Gold / Gold / Gold","0","0.0000","71.0000","71.0000","766697437","Vareya BV / Primary"
"56528710893950","Full Male Set (Offer No.2) Gold / Gold / Silver","0","0","Full Male Set (Offer No.2) Gold / Gold / Silver","0","0.0000","71.0000","71.0000","766697426","Vareya BV / Primary"
"56528710861182","Full Male Set (Offer No.2) Gold / Silver / Gold","0","0","Full Male Set (Offer No.2) Gold / Silver / Gold","0","0.0000","71.0000","71.0000","766697628","Vareya BV / Primary"
"56528710828414","Full Male Set (Offer No.2) Gold / Silver / Silver","0","0","Full Male Set (Offer No.2) Gold / Silver / Silver","0","0.0000","71.0000","71.0000","766697680","Vareya BV / Primary"
"56528710795646","Full Male Set (Offer No.2) Silver / Gold / Gold","0","0","Full Male Set (Offer No.2) Silver / Gold / Gold","0","0.0000","71.0000","71.0000","766697668","Vareya BV / Primary"
"56528710762878","Full Male Set (Offer No.2) Silver / Gold / Silver","0","0","Full Male Set (Offer No.2) Silver / Gold / Silver","0","0.0000","71.0000","71.0000","766698065","Vareya BV / Primary"
"56528710730110","Full Male Set (Offer No.2) Silver / Silver / Gold","0","0","Full Male Set (Offer No.2) Silver / Silver / Gold","0","0.0000","71.0000","71.0000","766697556","Vareya BV / Primary"
"56528710697342","Full Male Set (Offer No.2) Silver / Silver / Silver","0","0","Full Male Set (Offer No.2) Silver / Silver / Silver","0","0.0000","71.0000","71.0000","766697915","Vareya BV / Primary"
"56528705192318","Male Bracelet Bestsellers (Offer No.1) Gold / Gold / Gold","0","0","Male Bracelet Bestsellers (Offer No.1) Gold / Gold / Gold","0","0.0000","71.0000","71.0000","766698195","Vareya BV / Primary"
"56528705159550","Men's Bestsellers Bundle Gold / Gold","0","0","Men's Bestsellers Bundle Gold / Gold","0","0.0000","71.0000","39.1000","766697292","Vareya BV / Primary"
"56528705126782","Male Bracelet Bestsellers (Offer No.1) Gold / Silver / Gold","0","0","Male Bracelet Bestsellers (Offer No.1) Gold / Silver / Gold","0","0.0000","71.0000","71.0000","766698067","Vareya BV / Primary"
"56528705094014","Men's Bestsellers Bundle Gold / Silver","0","0","Men's Bestsellers Bundle Gold / Silver","0","0.0000","71.0000","39.1000","766697431","Vareya BV / Primary"
"56528705061246","Male Bracelet Bestsellers (Offer No.1) Silver / Gold / Gold","0","0","Male Bracelet Bestsellers (Offer No.1) Silver / Gold / Gold","0","0.0000","71.0000","71.0000","766697988","Vareya BV / Primary"
"56528705028478","Men's Bestsellers Bundle Silver / Gold","0","0","Men's Bestsellers Bundle Silver / Gold","0","0.0000","71.0000","39.1000","766697058","Vareya BV / Primary"
"56528704995710","Male Bracelet Bestsellers (Offer No.1) Silver / Silver / Gold","0","0","Male Bracelet Bestsellers (Offer No.1) Silver / Silver / Gold","0","0.0000","71.0000","71.0000","766697149","Vareya BV / Primary"
"56528704962942","Men's Bestsellers Bundle Silver / Silver","0","0","Men's Bestsellers Bundle Silver / Silver","0","0.0000","71.0000","39.1000","766697470","Vareya BV / Primary"
"50805063418196","Test product","0","0","Test product","0","0.0000","0.0000",,"742314802","Vareya BV / Primary"
"50489794363732","Test bundle Gold / Gold / Gold","0","0","Test bundle Gold / Gold / Gold","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"50489794232660","Test bundle Gold / Gold / Silver","0","0","Test bundle Gold / Gold / Silver","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"50489794134356","Test bundle Gold / Silver / Gold","0","0","Test bundle Gold / Silver / Gold","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"50489794101588","Test bundle Silver / Gold / Gold","0","0","Test bundle Silver / Gold / Gold","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"50489794068820","Test bundle Silver / Gold / Silver","0","0","Test bundle Silver / Gold / Silver","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"50489794036052","Test bundle Silver / Silver / Gold","0","0","Test bundle Silver / Silver / Gold","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"50489794003284","Test bundle Silver / Silver / Silver","0","0","Test bundle Silver / Silver / Silver","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"50482765201748","Test bundle Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS)","0","0","Test bundle Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740609828","Vareya BV / Primary"
"50482765103444","Test bundle Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL)","0","0","Test bundle Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740584528","Vareya BV / Primary"
"50482764972372","Test bundle Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large)","0","0","Test bundle Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740582336","Vareya BV / Primary"
"50482764906836","Test bundle Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS)","0","0","Test bundle Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740584472","Vareya BV / Primary"
"50482764841300","Test bundle Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL)","0","0","Test bundle Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740582219","Vareya BV / Primary"
"50482764775764","Test bundle Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large)","0","0","Test bundle Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740582258","Vareya BV / Primary"
"50482764742996","Test bundle Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS)","0","0","Test bundle Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740582248","Vareya BV / Primary"
"50482764710228","Test bundle Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL)","0","0","Test bundle Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740570789","Vareya BV / Primary"
"50482764644692","Test bundle Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large)","0","0","Test bundle Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740582203","Vareya BV / Primary"
"50482764546388","Test bundle Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS)","0","0","Test bundle Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740579045","Vareya BV / Primary"
"50482764415316","Test bundle Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL)","0","0","Test bundle Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740579079","Vareya BV / Primary"
"50482764382548","Test bundle Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large)","0","0","Test bundle Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740579027","Vareya BV / Primary"
"50482764284244","Test bundle Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS)","0","0","Test bundle Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740579166","Vareya BV / Primary"
"50482764185940","Test bundle Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL)","0","0","Test bundle Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740579011","Vareya BV / Primary"
"50482764120404","Test bundle Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large)","0","0","Test bundle Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740584439","Vareya BV / Primary"
"50482764022100","Test bundle Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS)","0","0","Test bundle Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740584438","Vareya BV / Primary"
"50482763956564","Test bundle Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL)","0","0","Test bundle Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740570868","Vareya BV / Primary"
"50482763891028","Test bundle Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large)","0","0","Test bundle Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740579213","Vareya BV / Primary"
"50482763825492","Test bundle Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS)","0","0","Test bundle Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740584488","Vareya BV / Primary"
"50482763792724","Test bundle Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL)","0","0","Test bundle Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740579060","Vareya BV / Primary"
"50482763694420","Test bundle Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large)","0","0","Test bundle Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740579146","Vareya BV / Primary"
"50482763661652","Test bundle Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS)","0","0","Test bundle Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740578997","Vareya BV / Primary"
"50482763596116","Test bundle Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL)","0","0","Test bundle Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740579050","Vareya BV / Primary"
"50482763530580","Test bundle Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large)","0","0","Test bundle Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL) / Regular - Fits Most (Small to Large)","0","0.0000","69.0000","69.0000","740584483","Vareya BV / Primary"
"50482763497812","Test bundle Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS)","0","0","Test bundle Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large) / Extra Small (Fits XXS-XS)","0","0.0000","69.0000","69.0000","740584467","Vareya BV / Primary"
"50482763432276","Test bundle Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL)","0","0","Test bundle Regular - Fits Most (Small to Large) / Regular - Fits Most (Small to Large) / Extra Large (Fits XL- XXL)","0","0.0000","69.0000","69.0000","740571263","Vareya BV / Primary"
"50482763399508","Test bundle Gold / Silver / Silver","0","0","Test bundle Gold / Silver / Silver","0","0.0000","69.0000","69.0000","740609761","Vareya BV / Primary"
"49651158286676","Bracelet Essential Stack Gold / Silver / Silver","0","0","Bracelet Essential Stack Gold / Silver / Silver","0","0.0000","92.0000","92.0000","734581487","Vareya BV / Primary"
"49230306705748","‍Vacier Gift Box and Cloth (100% off)","1676","1676","Paperboard packaging box","48195000","3","0.0000","3.0000","731376921","Vareya BV / Primary"
"49226377199956","‍Vacier Gift Box (100% off)","0","0","‍Vacier Gift Box (100% off)","0","0.0000","0.0000",,"731312611","Vareya BV / Primary"
"47219183092052","Copy of BOX CHAIN NECKLACE Gold","0","0","Copy of BOX CHAIN NECKLACE Gold","0","0.0000","27.9200","27.9200","718486544","Vareya BV / Primary"
"46680345641300","VERSATILE VACIER WALLET (100% off)","177","177","Wallet with outer surface of plastic sheeting","42023210","0","0.0000",,"714414943","Vareya BV / Primary"
"46679085482324","Silver Cloth (100% off)","1676","1676","Microfiber cleaning cloth","63071090","2","0.0000","2.0000","714426126","Vareya BV / Primary"
"43059294339258","VERSATILE VACIER WALLET (100% off)","0","0","VERSATILE VACIER WALLET (100% off)","0","0.0000","0.0000",,"722403353","Vareya BV / Primary"
"4.92303E+13","‍Vacier Gift Box and Cloth (100% off)","0","0","‍Vacier Gift Box and Cloth (100% off)","71131120","3.0000","3.0000","3.0000","772023779","Vareya BV / Primary"
"4.72192E+13","Copy of BOX CHAIN NECKLACE Gold","0","0","Copy of BOX CHAIN NECKLACE Gold","711719","1.0000","10.0000","10.0000","720978371","Vareya BV / Primary"
"4.66803E+13","VERSATILE VACIER WALLET (100% off)","0","0","VERSATILE VACIER WALLET (100% off)","392310","0.0000","0.0000",,"772000538","Vareya BV / Primary"
"4.66791E+13","Silver Cloth (100% off)","0","0","Silver Cloth (100% off)","630710","1.0000","2.0000","2.0000","720977640","Vareya BV / Primary"
